Date,Source,Site ID,POC,Daily Max 1-hour NO2 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
02/15/2020,AQS,170310076,1,18.3,ppb,17,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/16/2020,AQS,170310076,1,39.7,ppb,37,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/17/2020,AQS,170310076,1,61.1,ppb,58,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/18/2020,AQS,170310076,1,17.4,ppb,16,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/19/2020,AQS,170310076,1,25.4,ppb,24,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/20/2020,AQS,170310076,1,23.3,ppb,22,COM ED MAINTENANCE BLDG,23,96.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/21/2020,AQS,170310076,1,16.8,ppb,15,COM ED MAINTENANCE BLDG,23,96.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/22/2020,AQS,170310076,1,14.8,ppb,13,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/23/2020,AQS,170310076,1,30.9,ppb,28,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/24/2020,AQS,170310076,1,34.9,ppb,32,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/25/2020,AQS,170310076,1,10.7,ppb,9,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/26/2020,AQS,170310076,1,16.7,ppb,15,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/27/2020,AQS,170310076,1,26.1,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/28/2020,AQS,170310076,1,33.3,ppb,31,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
02/29/2020,AQS,170310076,1,29.3,ppb,27,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/01/2020,AQS,170310076,1,8.6,ppb,8,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/02/2020,AQS,170310076,1,36.6,ppb,34,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/03/2020,AQS,170310076,1,26.1,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/04/2020,AQS,170310076,1,42.8,ppb,40,COM ED MAINTENANCE BLDG,22,92.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/05/2020,AQS,170310076,1,39.9,ppb,37,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/06/2020,AQS,170310076,1,28.3,ppb,26,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/07/2020,AQS,170310076,1,38.3,ppb,36,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/08/2020,AQS,170310076,1,5.7,ppb,5,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/09/2020,AQS,170310076,1,13.4,ppb,12,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/10/2020,AQS,170310076,1,28.7,ppb,26,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/11/2020,AQS,170310076,1,27.5,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/12/2020,AQS,170310076,1,24.1,ppb,23,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/13/2020,AQS,170310076,1,14.3,ppb,13,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/14/2020,AQS,170310076,1,9.3,ppb,8,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/15/2020,AQS,170310076,1,23.8,ppb,22,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/16/2020,AQS,170310076,1,37.4,ppb,35,COM ED MAINTENANCE BLDG,22,92.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/17/2020,AQS,170310076,1,44.4,ppb,42,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/18/2020,AQS,170310076,1,36.5,ppb,34,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/19/2020,AQS,170310076,1,19.8,ppb,18,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/20/2020,AQS,170310076,1,12.9,ppb,11,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/21/2020,AQS,170310076,1,25.8,ppb,24,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/22/2020,AQS,170310076,1,35.9,ppb,33,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/23/2020,AQS,170310076,1,37.8,ppb,35,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/24/2020,AQS,170310076,1,38.3,ppb,36,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/25/2020,AQS,170310076,1,47,ppb,44,COM ED MAINTENANCE BLDG,21,88.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/26/2020,AQS,170310076,1,22.9,ppb,21,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/27/2020,AQS,170310076,1,26.4,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/28/2020,AQS,170310076,1,26.2,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/29/2020,AQS,170310076,1,3.9,ppb,3,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/30/2020,AQS,170310076,1,20.1,ppb,19,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
03/31/2020,AQS,170310076,1,15,ppb,14,COM ED MAINTENANCE BLDG,21,88.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/01/2020,AQS,170310076,1,26,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/02/2020,AQS,170310076,1,27.1,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/03/2020,AQS,170310076,1,40.7,ppb,38,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/04/2020,AQS,170310076,1,15.5,ppb,14,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/05/2020,AQS,170310076,1,27.4,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/06/2020,AQS,170310076,1,41.6,ppb,39,COM ED MAINTENANCE BLDG,18,75.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/07/2020,AQS,170310076,1,21,ppb,20,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/08/2020,AQS,170310076,1,21.3,ppb,20,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/09/2020,AQS,170310076,1,15.4,ppb,14,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/10/2020,AQS,170310076,1,33.9,ppb,31,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/11/2020,AQS,170310076,1,35.7,ppb,33,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/12/2020,AQS,170310076,1,7.5,ppb,7,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/13/2020,AQS,170310076,1,9.9,ppb,8,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/14/2020,AQS,170310076,1,26.7,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/15/2020,AQS,170310076,1,31.8,ppb,29,COM ED MAINTENANCE BLDG,22,92.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
04/16/2020,AQS,170310076,1,26.1,ppb,25,COM ED MAINTENANCE BLDG,24,100.0000,42602,Nitrogen dioxide (NO2),16980,"Chicago-Naperville-Elgin, IL-IN-WI",17,Illinois,31,Cook,41.7513999786378,-87.7134881520007
